tau,rho,precision,recall,far,f1,tp,nAccepted,nFalseAccept
0.00992063492063492,1,0.797597864768683,0.996111111111111,0.501111111111111,0.885869565217391,1793,2248,451
0.00992063492063492,1.1,0.85947242206235,0.995555555555556,0.323333333333333,0.922522522522523,1792,2085,291
0.00992063492063492,1.25,0.882323978335795,0.995555555555556,0.263333333333333,0.935525972330984,1792,2031,237
0.00992063492063492,1.5,0.955223880597015,0.995555555555556,0.0933333333333333,0.974972796517954,1792,1876,84
0.00992063492063492,1.75,0.985140341221794,0.994444444444444,0.03,0.98977052806193,1790,1817,27
0.00992063492063492,2,0.990022172949002,0.992222222222222,0.02,0.991120976692564,1786,1804,18
0.00992063492063492,2.5,0.997192588433464,0.986666666666667,0.00555555555555556,0.991901703434795,1776,1781,5
0.00992063492063492,3,0.998305084745763,0.981666666666667,0.00333333333333333,0.989915966386555,1767,1770,3
0.00992063492063492,4,1,0.97,0,0.984771573604061,1746,1746,0
0.00992063492063492,5,1,0.946666666666667,0,0.972602739726027,1704,1704,0
0.00992063492063492,7,1,0.895,0,0.944591029023747,1611,1611,0
0.00992063492063492,10,1,0.812222222222222,0,0.896382587369712,1462,1462,0
0.0101935682623355,1,0.806205035971223,0.996111111111111,0.474444444444444,0.891153081510934,1793,2224,427
0.0101935682623355,1.1,0.865700483091787,0.995555555555556,0.306666666666667,0.92609819121447,1792,2070,276
0.0101935682623355,1.25,0.888888888888889,0.995555555555556,0.246666666666667,0.939203354297694,1792,2016,222
0.0101935682623355,1.5,0.955223880597015,0.995555555555556,0.0933333333333333,0.974972796517954,1792,1876,84
0.0101935682623355,1.75,0.985140341221794,0.994444444444444,0.03,0.98977052806193,1790,1817,27
0.0101935682623355,2,0.990022172949002,0.992222222222222,0.02,0.991120976692564,1786,1804,18
0.0101935682623355,2.5,0.997192588433464,0.986666666666667,0.00555555555555556,0.991901703434795,1776,1781,5
0.0101935682623355,3,0.998305084745763,0.981666666666667,0.00333333333333333,0.989915966386555,1767,1770,3
0.0101935682623355,4,1,0.97,0,0.984771573604061,1746,1746,0
0.0101935682623355,5,1,0.946666666666667,0,0.972602739726027,1704,1704,0
0.0101935682623355,7,1,0.895,0,0.944591029023747,1611,1611,0
0.0101935682623355,10,1,0.812222222222222,0,0.896382587369712,1462,1462,0
0.0106382978723404,1,0.814259763851044,0.996111111111111,0.45,0.896051974012994,1793,2202,405
0.0106382978723404,1.1,0.872444011684518,0.995555555555556,0.288888888888889,0.929942916450441,1792,2054,260
0.0106382978723404,1.25,0.896,0.995555555555556,0.228888888888889,0.943157894736842,1792,2000,206
0.0106382978723404,1.5,0.955733333333333,0.995555555555556,0.0922222222222222,0.975238095238095,1792,1875,83
0.0106382978723404,1.75,0.985140341221794,0.994444444444444,0.03,0.98977052806193,1790,1817,27
0.0106382978723404,2,0.990022172949002,0.992222222222222,0.02,0.991120976692564,1786,1804,18
0.0106382978723404,2.5,0.997192588433464,0.986666666666667,0.00555555555555556,0.991901703434795,1776,1781,5
0.0106382978723404,3,0.998305084745763,0.981666666666667,0.00333333333333333,0.989915966386555,1767,1770,3
0.0106382978723404,4,1,0.97,0,0.984771573604061,1746,1746,0
0.0106382978723404,5,1,0.946666666666667,0,0.972602739726027,1704,1704,0
0.0106382978723404,7,1,0.895,0,0.944591029023747,1611,1611,0
0.0106382978723404,10,1,0.812222222222222,0,0.896382587369712,1462,1462,0
0.0109409190371991,1,0.823232323232323,0.996111111111111,0.423333333333333,0.901458019105078,1793,2178,381
0.0109409190371991,1.1,0.87843137254902,0.995555555555556,0.273333333333333,0.933333333333333,1792,2040,246
0.0109409190371991,1.25,0.90186210367388,0.995555555555556,0.214444444444444,0.946395563770795,1792,1987,193
0.0109409190371991,1.5,0.955733333333333,0.995555555555556,0.0922222222222222,0.975238095238095,1792,1875,83
0.0109409190371991,1.75,0.985140341221794,0.994444444444444,0.03,0.98977052806193,1790,1817,27
0.0109409190371991,2,0.990022172949002,0.992222222222222,0.02,0.991120976692564,1786,1804,18
0.0109409190371991,2.5,0.997192588433464,0.986666666666667,0.00555555555555556,0.991901703434795,1776,1781,5
