tau,rho,precision,recall,far,f1,tp,nAccepted,nFalseAccept
0.00701167118655752,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00756975878852444,1,0.745530145530146,0.996111111111111,0.674444444444444,0.852794292508918,1793,2405,607
0.00756975878852444,1.1,0.808385933273219,0.996111111111111,0.468888888888889,0.892483822797412,1793,2218,422
0.00756975878852444,1.25,0.838558727187646,0.995555555555556,0.381111111111111,0.910337820675641,1792,2137,343
0.00756975878852444,1.5,0.911824668705403,0.993888888888889,0.191111111111111,0.951089845826688,1789,1962,172
0.00756975878852444,1.75,0.941517386722866,0.992777777777778,0.123333333333333,0.966468361276366,1787,1898,111
0.00756975878852444,2,0.943416181914331,0.991111111111111,0.118888888888889,0.966675697642915,1784,1891,107
0.00756975878852444,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00756975878852444,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00756975878852444,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00756975878852444,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00756975878852444,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.00756975878852444,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00784313725490196,1,0.752097315436242,0.996111111111111,0.651111111111111,0.857074569789675,1793,2384,586
0.00784313725490196,1.1,0.812415043044857,0.996111111111111,0.456666666666667,0.894933865734964,1793,2207,411
0.00784313725490196,1.25,0.84131455399061,0.995555555555556,0.373333333333333,0.911959287531807,1792,2130,336
0.00784313725490196,1.5,0.911824668705403,0.993888888888889,0.191111111111111,0.951089845826688,1789,1962,172
0.00784313725490196,1.75,0.941517386722866,0.992777777777778,0.123333333333333,0.966468361276366,1787,1898,111
0.00784313725490196,2,0.943416181914331,0.991111111111111,0.118888888888889,0.966675697642915,1784,1891,107
0.00784313725490196,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00784313725490196,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00784313725490196,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00784313725490196,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00784313725490196,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.00784313725490196,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00801603206412826,1,0.759423972892842,0.996111111111111,0.626666666666667,0.861812064407594,1793,2361,564
0.00801603206412826,1.1,0.817974452554745,0.996111111111111,0.44,0.898296593186373,1793,2192,396
0.00801603206412826,1.25,0.847281323877069,0.995555555555556,0.356666666666667,0.915453384418902,1792,2115,321
0.00801603206412826,1.5,0.912289648138705,0.993888888888889,0.19,0.951342727997873,1789,1961,171
0.00801603206412826,1.75,0.941517386722866,0.992777777777778,0.123333333333333,0.966468361276366,1787,1898,111
0.00801603206412826,2,0.943416181914331,0.991111111111111,0.118888888888889,0.966675697642915,1784,1891,107
0.00801603206412826,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00801603206412826,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
